AÑO,ENTIDAD,Clave_Entidad,SEXO,POBLACION,EDAD_PROMEDIO
2008,Baja California Sur,BCS,Total,595876,27
2008,Baja California Sur,BCS,Mujeres,290957,27
2008,Baja California Sur,BCS,Hombres,304919,27
2006,Baja California Sur,BCS,Total,545300,27
2061,Baja California Sur,BCS,Total,1299419,44
2061,Baja California Sur,BCS,Hombres,657941,43
2055,Baja California Sur,BCS,Mujeres,627187,43
1975,Baja California Sur,BCS,Hombres,88798,22
1993,Baja California Sur,BCS,Total,358459,24
2065,Baja California Sur,BCS,Total,1308808,45
2024,Baja California Sur,BCS,Total,886050,32
2024,Baja California Sur,BCS,Mujeres,434011,32
2024,Baja California Sur,BCS,Hombres,452039,31
1972,Baja California Sur,BCS,Mujeres,72891,22
2029,Baja California Sur,BCS,Total,972848,33
2034,Baja California Sur,BCS,Total,1051270,35
2061,Baja California Sur,BCS,Mujeres,641478,44
2025,Baja California Sur,BCS,Total,904052,32
2025,Baja California Sur,BCS,Mujeres,442836,32
2025,Baja California Sur,BCS,Hombres,461216,32
2041,Baja California Sur,BCS,Hombres,582983,37
2035,Baja California Sur,BCS,Total,1065940,35
2047,Baja California Sur,BCS,Total,1210589,39
2047,Baja California Sur,BCS,Hombres,614885,39
2035,Baja California Sur,BCS,Hombres,542820,35
2026,Baja California Sur,BCS,Total,921734,32
2046,Baja California Sur,BCS,Total,1200931,39
2046,Baja California Sur,BCS,Mujeres,590791,40
2046,Baja California Sur,BCS,Hombres,610140,39
2028,Baja California Sur,BCS,Hombres,487648,33
2028,Baja California Sur,BCS,Mujeres,468493,33
2053,Baja California Sur,BCS,Total,1259524,41
2047,Baja California Sur,BCS,Mujeres,595704,40
1982,Baja California Sur,BCS,Total,236180,22
1992,Baja California Sur,BCS,Mujeres,170084,24
2035,Baja California Sur,BCS,Mujeres,523120,36
1976,Baja California Sur,BCS,Hombres,92950,22
1976,Baja California Sur,BCS,Mujeres,88103,22
1976,Baja California Sur,BCS,Total,181053,22
1972,Baja California Sur,BCS,Total,149752,22
2055,Baja California Sur,BCS,Hombres,645079,42
2040,Baja California Sur,BCS,Hombres,576831,37
2040,Baja California Sur,BCS,Mujeres,556875,37
2021,Baja California Sur,BCS,Total,831832,31
2054,Baja California Sur,BCS,Hombres,642103,41
2053,Baja California Sur,BCS,Mujeres,620642,42
2052,Baja California Sur,BCS,Hombres,635428,41
1971,Baja California Sur,BCS,Hombres,73152,22
2042,Baja California Sur,BCS,Hombres,588897,37
2054,Baja California Sur,BCS,Total,1266130,42
1977,Baja California Sur,BCS,Hombres,97199,22
1993,Baja California Sur,BCS,Mujeres,175058,24
2026,Baja California Sur,BCS,Mujeres,451515,33
2009,Baja California Sur,BCS,Hombres,318308,28
2040,Baja California Sur,BCS,Total,1133706,37
1992,Baja California Sur,BCS,Hombres,178530,24
1982,Baja California Sur,BCS,Hombres,121167,22
2065,Baja California Sur,BCS,Mujeres,646656,46
1975,Baja California Sur,BCS,Total,172969,22
1975,Baja California Sur,BCS,Mujeres,84171,22
2005,Baja California Sur,BCS,Total,523505,27
2005,Baja California Sur,BCS,Mujeres,254311,27
2005,Baja California Sur,BCS,Hombres,269194,27
1993,Baja California Sur,BCS,Hombres,183401,24
2009,Baja California Sur,BCS,Mujeres,303869,28
2041,Baja California Sur,BCS,Mujeres,563043,38
2029,Baja California Sur,BCS,Hombres,496080,33
2041,Baja California Sur,BCS,Total,1146026,37
2034,Baja California Sur,BCS,Mujeres,515809,35
1972,Baja California Sur,BCS,Hombres,76861,22
1992,Baja California Sur,BCS,Total,348614,24
2006,Baja California Sur,BCS,Hombres,279956,27
2022,Baja California Sur,BCS,Total,849224,31
2036,Baja California Sur,BCS,Mujeres,530250,36
1974,Baja California Sur,BCS,Hombres,84737,22
2062,Baja California Sur,BCS,Mujeres,643094,45
1970,Baja California Sur,BCS,Total,135790,22
2043,Baja California Sur,BCS,Total,1169328,38
2004,Baja California Sur,BCS,Total,505004,27
2023,Baja California Sur,BCS,Hombres,442704,31
2023,Baja California Sur,BCS,Total,867766,31
2026,Baja California Sur,BCS,Hombres,470219,32
1984,Baja California Sur,BCS,Total,258257,23
1970,Baja California Sur,BCS,Hombres,69679,22
2056,Baja California Sur,BCS,Mujeres,630115,43
2060,Baja California Sur,BCS,Total,1296013,44
2060,Baja California Sur,BCS,Mujeres,639645,44
2060,Baja California Sur,BCS,Hombres,656368,43
1983,Baja California Sur,BCS,Total,247063,23
2004,Baja California Sur,BCS,Mujeres,245122,27
2062,Baja California Sur,BCS,Total,1302388,44
2023,Baja California Sur,BCS,Mujeres,425062,32
2048,Baja California Sur,BCS,Hombres,619409,39
1984,Baja California Sur,BCS,Mujeres,125757,23
1994,Baja California Sur,BCS,Total,368345,25
2004,Baja California Sur,BCS,Hombres,259882,26
1990,Baja California Sur,BCS,Hombres,168715,24
1990,Baja California Sur,BCS,Mujeres,160104,24
1974,Baja California Sur,BCS,Total,165056,22
2043,Baja California Sur,BCS,Mujeres,574766,38
1990,Baja California Sur,BCS,Total,328819,24
2068,Baja California Sur,BCS,Total,1311591,46
2068,Baja California Sur,BCS,Mujeres,648348,46
2009,Baja California Sur,BCS,Total,622177,28
2048,Baja California Sur,BCS,Mujeres,600410,40
1984,Baja California Sur,BCS,Hombres,132500,23
1994,Baja California Sur,BCS,Mujeres,180065,25
2048,Baja California Sur,BCS,Total,1219819,40
1970,Baja California Sur,BCS,Mujeres,66111,22
1994,Baja California Sur,BCS,Hombres,188280,25
2010,Baja California Sur,BCS,Hombres,330380,28
1980,Baja California Sur,BCS,Mujeres,104981,22
2036,Baja California Sur,BCS,Hombres,550006,35
2022,Baja California Sur,BCS,Hombres,433241,31
2007,Baja California Sur,BCS,Total,570116,27
1988,Baja California Sur,BCS,Mujeres,148611,23
2043,Baja California Sur,BCS,Hombres,594562,38
1982,Baja California Sur,BCS,Mujeres,115013,22
2065,Baja California Sur,BCS,Hombres,662152,45
1989,Baja California Sur,BCS,Mujeres,154536,24
1989,Baja California Sur,BCS,Total,317497,24
2068,Baja California Sur,BCS,Hombres,663243,45
2055,Baja California Sur,BCS,Total,1272266,42
2028,Baja California Sur,BCS,Total,956141,33
1991,Baja California Sur,BCS,Total,338829,24
1991,Baja California Sur,BCS,Mujeres,165142,24
2036,Baja California Sur,BCS,Total,1080256,36
2022,Baja California Sur,BCS,Mujeres,415983,31
2027,Baja California Sur,BCS,Total,939102,33
1977,Baja California Sur,BCS,Mujeres,92155,22
2007,Baja California Sur,BCS,Mujeres,278033,27
2029,Baja California Sur,BCS,Mujeres,476768,34
2042,Baja California Sur,BCS,Mujeres,569007,38
1977,Baja California Sur,BCS,Total,189354,22
2062,Baja California Sur,BCS,Hombres,659294,44
1983,Baja California Sur,BCS,Mujeres,120311,22
1983,Baja California Sur,BCS,Hombres,126752,23
2056,Baja California Sur,BCS,Hombres,647817,42
1974,Baja California Sur,BCS,Mujeres,80319,22
1989,Baja California Sur,BCS,Hombres,162961,24
1988,Baja California Sur,BCS,Hombres,156671,24
2010,Baja California Sur,BCS,Mujeres,315639,28
2010,Baja California Sur,BCS,Total,646019,28
2034,Baja California Sur,BCS,Hombres,535461,35
2027,Baja California Sur,BCS,Hombres,479026,32
2027,Baja California Sur,BCS,Mujeres,460076,33
1988,Baja California Sur,BCS,Total,305282,24
2007,Baja California Sur,BCS,Hombres,292083,27
2042,Baja California Sur,BCS,Total,1157904,38
2013,Baja California Sur,BCS,Total,698209,29
1998,Baja California Sur,BCS,Mujeres,200405,26
2067,Baja California Sur,BCS,Hombres,663077,45
1980,Baja California Sur,BCS,Hombres,110578,22
2044,Baja California Sur,BCS,Hombres,599988,38
1981,Baja California Sur,BCS,Total,225598,22
2044,Baja California Sur,BCS,Total,1180307,38
2012,Baja California Sur,BCS,Hombres,348122,28
2012,Baja California Sur,BCS,Mujeres,333681,29
2012,Baja California Sur,BCS,Total,681803,28
2059,Baja California Sur,BCS,Hombres,654578,43
2003,Baja California Sur,BCS,Mujeres,236488,26
1987,Baja California Sur,BCS,Mujeres,142775,23
2053,Baja California Sur,BCS,Hombres,638882,41
2020,Baja California Sur,BCS,Total,815098,31
2003,Baja California Sur,BCS,Hombres,250869,26
2033,Baja California Sur,BCS,Hombres,527923,34
2030,Baja California Sur,BCS,Total,989212,34
2020,Baja California Sur,BCS,Mujeres,399107,31
2020,Baja California Sur,BCS,Hombres,415991,30
2049,Baja California Sur,BCS,Hombres,623732,40
2030,Baja California Sur,BCS,Mujeres,484888,34
2016,Baja California Sur,BCS,Total,746827,30
2016,Baja California Sur,BCS,Mujeres,366202,30
2016,Baja California Sur,BCS,Hombres,380625,29
1973,Baja California Sur,BCS,Total,157262,22
1973,Baja California Sur,BCS,Mujeres,76535,22
1973,Baja California Sur,BCS,Hombres,80727,22
2013,Baja California Sur,BCS,Hombres,356150,29
2050,Baja California Sur,BCS,Mujeres,609167,41
2002,Baja California Sur,BCS,Mujeres,227996,26
2059,Baja California Sur,BCS,Mujeres,637594,44
2003,Baja California Sur,BCS,Total,487357,26
2049,Baja California Sur,BCS,Total,1228628,40
2067,Baja California Sur,BCS,Total,1311061,46
2067,Baja California Sur,BCS,Mujeres,647984,46
2049,Baja California Sur,BCS,Mujeres,604896,41
2063,Baja California Sur,BCS,Hombres,660446,44
2001,Baja California Sur,BCS,Hombres,232798,26
2033,Baja California Sur,BCS,Total,1036250,35
2033,Baja California Sur,BCS,Mujeres,508327,35
2045,Baja California Sur,BCS,Total,1190846,39
2011,Baja California Sur,BCS,Mujeres,325205,28
2011,Baja California Sur,BCS,Total,665112,28
1978,Baja California Sur,BCS,Total,197791,22
1981,Baja California Sur,BCS,Mujeres,109864,22
2045,Baja California Sur,BCS,Mujeres,585662,39
2021,Baja California Sur,BCS,Hombres,424439,31
2011,Baja California Sur,BCS,Hombres,339907,28
2064,Baja California Sur,BCS,Total,1307071,45
2021,Baja California Sur,BCS,Mujeres,407393,31
1978,Baja California Sur,BCS,Hombres,101517,22
2039,Baja California Sur,BCS,Total,1120961,37
2039,Baja California Sur,BCS,Mujeres,550513,37
1995,Baja California Sur,BCS,Mujeres,185094,25
2064,Baja California Sur,BCS,Hombres,661393,44
2037,Baja California Sur,BCS,Total,1094209,36
2038,Baja California Sur,BCS,Total,1107784,36
2038,Baja California Sur,BCS,Mujeres,543948,37
1987,Baja California Sur,BCS,Total,293269,23
1996,Baja California Sur,BCS,Total,389053,25
1981,Baja California Sur,BCS,Hombres,115734,22
1996,Baja California Sur,BCS,Mujeres,190174,25
1996,Baja California Sur,BCS,Hombres,198879,25
2002,Baja California Sur,BCS,Total,469791,26
2039,Baja California Sur,BCS,Hombres,570448,36
2059,Baja California Sur,BCS,Total,1292172,43
2044,Baja California Sur,BCS,Mujeres,580319,39
1995,Baja California Sur,BCS,Hombres,193233,25
2064,Baja California Sur,BCS,Mujeres,645678,45
1978,Baja California Sur,BCS,Mujeres,96274,22
2063,Baja California Sur,BCS,Total,1304939,45
2063,Baja California Sur,BCS,Mujeres,644493,45
2038,Baja California Sur,BCS,Hombres,563836,36
1995,Baja California Sur,BCS,Total,378327,25
1985,Baja California Sur,BCS,Total,269739,23
1987,Baja California Sur,BCS,Hombres,150494,23
2015,Baja California Sur,BCS,Total,730405,29
2018,Baja California Sur,BCS,Mujeres,382281,30
1997,Baja California Sur,BCS,Total,400401,25
2019,Baja California Sur,BCS,Total,797758,30
2019,Baja California Sur,BCS,Mujeres,390643,31
2019,Baja California Sur,BCS,Hombres,407115,30
2045,Baja California Sur,BCS,Hombres,605184,38
2031,Baja California Sur,BCS,Hombres,512363,34
2031,Baja California Sur,BCS,Mujeres,492861,34
2031,Baja California Sur,BCS,Total,1005224,34
2050,Baja California Sur,BCS,Hombres,627841,40
2056,Baja California Sur,BCS,Total,1277932,42
2050,Baja California Sur,BCS,Total,1237008,40
1985,Baja California Sur,BCS,Hombres,138401,23
1985,Baja California Sur,BCS,Mujeres,131338,23
1997,Baja California Sur,BCS,Hombres,205112,25
1971,Baja California Sur,BCS,Total,142537,22
1997,Baja California Sur,BCS,Mujeres,195289,25
1998,Baja California Sur,BCS,Total,411652,26
2018,Baja California Sur,BCS,Hombres,398135,30
2017,Baja California Sur,BCS,Mujeres,374121,30
2052,Baja California Sur,BCS,Total,1252472,41
2052,Baja California Sur,BCS,Mujeres,617044,42
2037,Baja California Sur,BCS,Hombres,557017,36
2014,Baja California Sur,BCS,Hombres,363994,29
2037,Baja California Sur,BCS,Mujeres,537192,36
2057,Baja California Sur,BCS,Hombres,650306,42
2017,Baja California Sur,BCS,Total,763394,30
2017,Baja California Sur,BCS,Hombres,389273,30
1980,Baja California Sur,BCS,Total,215559,22
2057,Baja California Sur,BCS,Mujeres,632829,43
2057,Baja California Sur,BCS,Total,1283135,43
2058,Baja California Sur,BCS,Total,1287884,43
2032,Baja California Sur,BCS,Hombres,520224,34
1971,Baja California Sur,BCS,Mujeres,69385,22
2030,Baja California Sur,BCS,Hombres,504324,33
2013,Baja California Sur,BCS,Mujeres,342059,29
1991,Baja California Sur,BCS,Hombres,173687,24
2058,Baja California Sur,BCS,Mujeres,635323,43
2001,Baja California Sur,BCS,Mujeres,219686,26
2000,Baja California Sur,BCS,Mujeres,211818,26
2051,Baja California Sur,BCS,Total,1244958,41
2051,Baja California Sur,BCS,Mujeres,613212,41
2051,Baja California Sur,BCS,Hombres,631746,40
2032,Baja California Sur,BCS,Mujeres,500682,35
1979,Baja California Sur,BCS,Hombres,105900,22
1979,Baja California Sur,BCS,Mujeres,100492,22
1979,Baja California Sur,BCS,Total,206392,22
1999,Baja California Sur,BCS,Hombres,217246,26
1999,Baja California Sur,BCS,Mujeres,205501,26
1999,Baja California Sur,BCS,Total,422747,26
2001,Baja California Sur,BCS,Total,452484,26
2018,Baja California Sur,BCS,Total,780416,30
1998,Baja California Sur,BCS,Hombres,211247,26
2000,Baja California Sur,BCS,Total,436096,26
2000,Baja California Sur,BCS,Hombres,224278,26
2015,Baja California Sur,BCS,Mujeres,358313,29
1986,Baja California Sur,BCS,Hombres,144411,23
2015,Baja California Sur,BCS,Hombres,372092,29
2014,Baja California Sur,BCS,Mujeres,350287,29
2066,Baja California Sur,BCS,Total,1310119,45
2069,Baja California Sur,BCS,Total,1311731,46
2069,Baja California Sur,BCS,Mujeres,648515,47
2002,Baja California Sur,BCS,Hombres,241795,26
1986,Baja California Sur,BCS,Total,281434,23
1986,Baja California Sur,BCS,Mujeres,137023,23
2032,Baja California Sur,BCS,Total,1020906,34
2066,Baja California Sur,BCS,Hombres,662704,45
2066,Baja California Sur,BCS,Mujeres,647415,46
2058,Baja California Sur,BCS,Hombres,652561,43
2070,Baja California Sur,BCS,Total,1311473,47
2014,Baja California Sur,BCS,Total,714281,29
2070,Baja California Sur,BCS,Mujeres,648473,47
2070,Baja California Sur,BCS,Hombres,663000,46
2069,Baja California Sur,BCS,Hombres,663216,46
1970,Campeche,CAMP,Hombres,137452,22
2016,Campeche,CAMP,Hombres,456535,29
2039,Campeche,CAMP,Hombres,473685,37
2060,Campeche,CAMP,Hombres,439063,44
2041,Campeche,CAMP,Total,977893,39
1977,Campeche,CAMP,Hombres,190382,22
1992,Campeche,CAMP,Mujeres,292905,24
1977,Campeche,CAMP,Total,377145,22
2060,Campeche,CAMP,Mujeres,480225,46
1970,Campeche,CAMP,Mujeres,134933,22
1970,Campeche,CAMP,Total,272385,22
2041,Campeche,CAMP,Mujeres,505508,40
2041,Campeche,CAMP,Hombres,472385,38
1976,Campeche,CAMP,Total,361064,22
1977,Campeche,CAMP,Mujeres,186763,21
1993,Campeche,CAMP,Mujeres,301950,24
1976,Campeche,CAMP,Mujeres,178782,21
2022,Campeche,CAMP,Hombres,465194,31
2045,Campeche,CAMP,Mujeres,504296,41
1993,Campeche,CAMP,Total,610510,24
1979,Campeche,CAMP,Total,410025,22
1999,Campeche,CAMP,Hombres,348533,25
1999,Campeche,CAMP,Mujeres,343799,25
1999,Campeche,CAMP,Total,692332,25
1978,Campeche,CAMP,Mujeres,194873,21
1987,Campeche,CAMP,Mujeres,255200,23
2045,Campeche,CAMP,Hombres,468263,39
1992,Campeche,CAMP,Hombres,299680,24
1988,Campeche,CAMP,Total,529407,23
1988,Campeche,CAMP,Mujeres,261528,23
1988,Campeche,CAMP,Hombres,267879,23
2022,Campeche,CAMP,Total,945445,31
2022,Campeche,CAMP,Mujeres,480251,32
2039,Campeche,CAMP,Mujeres,505282,39
2029,Campeche,CAMP,Total,970026,34
2040,Campeche,CAMP,Total,978565,38
2029,Campeche,CAMP,Mujeres,496040,35
2059,Campeche,CAMP,Total,924353,45
2059,Campeche,CAMP,Mujeres,482712,46
2059,Campeche,CAMP,Hombres,441641,44
2067,Campeche,CAMP,Total,879509,47
2067,Campeche,CAMP,Mujeres,459987,48
2067,Campeche,CAMP,Hombres,419522,46
2030,Campeche,CAMP,Hombres,474438,34
2030,Campeche,CAMP,Mujeres,497567,35
2030,Campeche,CAMP,Total,972005,34
2047,Campeche,CAMP,Total,968372,41
2047,Campeche,CAMP,Mujeres,502860,42
1987,Campeche,CAMP,Total,516326,23
1974,Campeche,CAMP,Mujeres,163320,21
1987,Campeche,CAMP,Hombres,261126,23
1995,Campeche,CAMP,Hombres,325870,24
2032,Campeche,CAMP,Total,975157,35
1974,Campeche,CAMP,Hombres,166495,22
2025,Campeche,CAMP,Hombres,470326,32
2029,Campeche,CAMP,Hombres,473986,33
2060,Campeche,CAMP,Total,919288,45
2024,Campeche,CAMP,Hombres,468854,32
2024,Campeche,CAMP,Mujeres,485805,33
2024,Campeche,CAMP,Total,954659,32
2039,Campeche,CAMP,Total,978967,38
2023,Campeche,CAMP,Total,950291,32
2023,Campeche,CAMP,Mujeres,483146,32
1992,Campeche,CAMP,Total,592585,24
1993,Campeche,CAMP,Hombres,308560,24
2048,Campeche,CAMP,Hombres,464004,40
2048,Campeche,CAMP,Mujeres,501935,42
2048,Campeche,CAMP,Total,965939,41
1994,Campeche,CAMP,Hombres,317380,24
1994,Campeche,CAMP,Mujeres,310970,24
1994,Campeche,CAMP,Total,628350,24
1976,Campeche,CAMP,Hombres,182282,22
2023,Campeche,CAMP,Hombres,467145,31
2068,Campeche,CAMP,Total,873275,48
2015,Campeche,CAMP,Hombres,453447,29
1979,Campeche,CAMP,Mujeres,203152,21
2042,Campeche,CAMP,Total,976951,39
2019,Campeche,CAMP,Total,936190,31
2019,Campeche,CAMP,Mujeres,473581,31
2019,Campeche,CAMP,Hombres,462609,30
2031,Campeche,CAMP,Hombres,474752,34
2031,Campeche,CAMP,Mujeres,498961,36
2050,Campeche,CAMP,Hombres,460729,41
2050,Campeche,CAMP,Mujeres,499647,43
2050,Campeche,CAMP,Total,960376,42
1991,Campeche,CAMP,Total,574638,23
1975,Campeche,CAMP,Total,345310,22
2018,Campeche,CAMP,Hombres,460829,30
2031,Campeche,CAMP,Total,973713,35
1991,Campeche,CAMP,Mujeres,283855,23
1998,Campeche,CAMP,Total,681912,25
2063,Campeche,CAMP,Total,903105,46
2026,Campeche,CAMP,Mujeres,490462,33
2018,Campeche,CAMP,Total,932320,30
2063,Campeche,CAMP,Hombres,430968,45
1986,Campeche,CAMP,Hombres,254373,23
1997,Campeche,CAMP,Mujeres,332680,25
1997,Campeche,CAMP,Total,671088,25
2042,Campeche,CAMP,Hombres,471536,38
2040,Campeche,CAMP,Mujeres,505465,39
2040,Campeche,CAMP,Hombres,473100,38
2042,Campeche,CAMP,Mujeres,505415,40
1998,Campeche,CAMP,Hombres,343626,25
2018,Campeche,CAMP,Mujeres,471491,31
2046,Campeche,CAMP,Total,970580,41
1974,Campeche,CAMP,Total,329815,22
2046,Campeche,CAMP,Mujeres,503651,41
1991,Campeche,CAMP,Hombres,290783,24
1978,Campeche,CAMP,Total,393441,22
2063,Campeche,CAMP,Mujeres,472137,47
2038,Campeche,CAMP,Total,979101,38
2026,Campeche,CAMP,Total,962014,33
2027,Campeche,CAMP,Total,965051,33
1975,Campeche,CAMP,Mujeres,170982,21
1986,Campeche,CAMP,Total,503207,23
2062,Campeche,CAMP,Mujeres,474935,47
1990,Campeche,CAMP,Hombres,282189,23
1975,Campeche,CAMP,Hombres,174328,22
2017,Campeche,CAMP,Total,927991,30
2017,Campeche,CAMP,Mujeres,469226,30
1990,Campeche,CAMP,Total,557351,23
2058,Campeche,CAMP,Total,929212,45
2058,Campeche,CAMP,Mujeres,485082,46
2058,Campeche,CAMP,Hombres,444130,44
1978,Campeche,CAMP,Hombres,198568,22
1990,Campeche,CAMP,Mujeres,275162,23
2068,Campeche,CAMP,Hombres,416541,47
2062,Campeche,CAMP,Total,908658,46
1979,Campeche,CAMP,Hombres,206873,22
2016,Campeche,CAMP,Total,923399,30
2015,Campeche,CAMP,Mujeres,463628,30
2062,Campeche,CAMP,Hombres,433723,45
2032,Campeche,CAMP,Hombres,474945,35
1998,Campeche,CAMP,Mujeres,338286,25
1997,Campeche,CAMP,Hombres,338408,25
1986,Campeche,CAMP,Mujeres,248834,22
1973,Campeche,CAMP,Total,314606,22
1973,Campeche,CAMP,Mujeres,155790,21
1973,Campeche,CAMP,Hombres,158816,22
2051,Campeche,CAMP,Hombres,458969,41
1995,Campeche,CAMP,Mujeres,319727,24
2051,Campeche,CAMP,Mujeres,498283,43
2016,Campeche,CAMP,Mujeres,466864,30
2027,Campeche,CAMP,Hombres,472559,33
2070,Campeche,CAMP,Total,860467,48
2070,Campeche,CAMP,Mujeres,450020,49
2070,Campeche,CAMP,Hombres,410447,47
2027,Campeche,CAMP,Mujeres,492492,34
2015,Campeche,CAMP,Total,917075,29
2051,Campeche,CAMP,Total,957252,42
2068,Campeche,CAMP,Mujeres,456734,49
2038,Campeche,CAMP,Mujeres,504951,38
2021,Campeche,CAMP,Total,941684,31
2044,Campeche,CAMP,Hombres,469473,39
2009,Campeche,CAMP,Hombres,410079,28
2009,Campeche,CAMP,Mujeres,416463,28
2009,Campeche,CAMP,Total,826542,28
2004,Campeche,CAMP,Hombres,381787,26
2010,Campeche,CAMP,Hombres,416523,28
1981,Campeche,CAMP,Hombres,221396,22
1981,Campeche,CAMP,Mujeres,217407,22
